id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1001224,92,52,2290,302.64,298.79,0,1,1527
1001225,105,80,1062,163.99,163.99,0,0,690
1001228,119,65,1971,290.06,290.06,0,0,647
1001229,88,66,2664,311.43,310.43,0,0,285
1001230,92,174,1962,436.53,680.03,1,0,1215
1001231,123,89,1230,515.13,513.13,0,0,41
1001232,27,13,2490,252.2,254.2,0,0,593
1001233,140,41,1962,548.08,641.23,0,0,243
1001234,104,129,2139,285.21,284.21,0,0,15
1001236,16,113,1885,120.28,120.28,0,0,189
1001237,74,39,1727,402.55,402.55,0,0,419
1001238,64,146,2867,631.53,629.53,0,0,108
1001239,99,68,1878,280.33,280.33,0,0,325
1001240,37,17,1109,292.97,291.97,0,0,635
1001241,126,73,2490,195.94,254.14,0,1,418
1001242,120,75,2581,652.84,652.84,0,0,204
1001243,93,101,1248,153.26,154.26,0,0,15
1001244,145,50,1525,319.13,290.03,0,1,162
1001245,95,67,2704,290.03,290.03,0,0,270
1001247,91,39,1778,163.99,184.33,0,0,109
1001248,52,143,1216,417.13,416.13,0,0,15
1001249,142,110,1543,483.09,483.09,0,0,42
1001250,100,126,1109,295.91,294.91,0,0,271
1001251,60,162,1062,162.99,162.99,0,0,162
1001252,114,24,1778,159.08,184.36,1,0,635
1001253,76,59,1803,202.73,203.73,0,0,148
1001254,48,20,2444,620.86,620.86,0,0,80
1001255,119,80,2569,303.64,304.64,0,0,528
1001256,96,32,2492,291,446.23,0,1,108
1001257,123,59,2304,468.51,469.51,0,0,67
1001258,33,89,1993,122.28,120.28,0,0,594
1001259,82,162,1207,320.1,321.1,0,0,121
1001260,112,145,1109,275.54,320.13,0,0,242
1001261,108,36,1216,340.5,389.03,0,0,41
1001262,27,74,2322,323.01,325.01,0,0,109
1001263,89,53,1571,583.03,583.03,0,0,55
1001264,102,10,1311,172.66,174.66,0,0,972
1001265,36,17,2304,485.03,485.03,0,0,28
1001267,114,43,2126,435.53,532.53,0,1,149
1001268,95,109,2826,248.35,320.13,0,0,932
1001269,129,61,2704,321.13,320.13,0,0,94
1001270,76,104,2640,290.03,291.03,0,0,80
1001271,113,74,1754,237.68,288.09,0,1,325
1001272,144,132,1062,189.18,190.18,0,0,593
1001273,17,68,2867,659.63,659.63,0,0,41
1001274,111,124,1885,150.35,146.47,0,1,458
1001275,113,157,2826,310.43,309.43,0,0,203
1001276,16,26,2306,307.52,308.52,0,0,40
1001277,16,43,2322,318.19,385.12,0,1,662
1001278,129,10,1438,194,195,0,0,81
1001279,107,129,2304,474.39,472.39,0,0,26
1001280,20,42,1962,486.03,641.23,1,0,162
1001281,35,55,2664,332.71,333.71,0,0,107
1001282,93,99,2956,581.03,583.03,0,0,53
1001283,8,65,2306,242.5,339.53,1,0,81
1001284,124,61,1230,324.98,325.98,0,0,136
1001286,75,153,2490,252.2,252.2,0,0,528
1001287,143,52,1525,321.13,321.13,0,0,458
1001288,66,11,2581,678.03,680.03,0,0,82
1001289,14,36,2581,622.8,622.8,0,0,149
1001290,80,68,1993,119.31,119.31,0,0,337
1001291,102,13,2444,612.13,611.13,0,0,163
1001292,88,94,2290,233.8,233.8,0,0,514
1001294,110,34,2104,582.03,581.03,0,0,134
1001295,141,74,2104,582.03,581.03,0,0,14
1001296,143,14,1878,321.13,319.13,0,0,40
1001297,20,145,2492,446.23,446.23,0,0,41
1001299,25,145,2760,175.63,222.13,0,0,68
1001300,97,132,1847,195,196,0,0,68
1001301,74,162,1754,291.03,291.03,1,0,810
1001302,72,32,1993,119.31,119.31,0,0,190
1001303,93,132,1445,669.33,669.33,0,0,42
1001304,9,146,2631,260.93,259.99,0,1,13
1001305,115,61,2444,707.13,709.13,0,0,14
1001306,74,52,2704,244.5,291.03,1,0,419
1001307,84,34,1778,177.51,177.51,0,0,40
1001308,51,102,1445,510.28,630.53,0,0,15
1001309,133,80,2104,582.03,583.03,0,0,41
1001310,121,108,1230,323.01,384.15,1,0,243
1001311,132,109,1062,162.02,193.09,0,1,555
1001312,20,92,1878,242.53,243.53,0,0,15
1001313,39,32,1525,290.03,291.03,0,0,82
1001314,81,106,2322,321.1,383.15,0,1,567
1001315,1,61,1216,388.03,466.63,0,1,95
1001316,136,29,1727,324.95,423.95,1,1,661
1001317,98,143,1778,160.08,161.08,0,0,82
1001318,16,149,1230,321.13,319.13,0,0,188
1001319,114,101,2760,243.53,243.53,0,0,27
1001320,120,174,1778,192.09,193.09,0,0,513
1001321,122,64,2322,314.34,291.03,0,1,188
1001322,50,86,1885,121.25,143.56,0,0,541
1001323,109,157,2826,259.99,310.43,0,1,447
1001324,37,26,1971,311.43,309.43,0,0,163
1001325,6,58,1216,417.13,417.13,0,0,40
1001326,133,27,2640,321.13,321.13,0,0,108
1001327,56,101,1062,185.33,183.33,0,0,379
1001328,26,74,1902,485.03,484.03,0,0,15
1001329,130,50,2306,337.62,337.62,0,0,26
1001330,118,64,2707,179.48,231.86,0,0,323
1001331,64,14,1438,241.53,241.53,0,0,13
1001332,61,10,1062,161.05,183.39,0,0,1270
1001333,121,50,1993,119.31,120.31,0,0,393
1001334,115,99,1207,349.26,495.73,0,0,149
1001335,91,137,2826,303.64,302.64,0,0,622
1001336,3,153,2707,196,196,0,0,485
1001337,87,113,2631,96.03,150.41,0,0,122
1001338,8,146,2581,608.19,608.19,0,0,123
1001339,110,11,2760,241.53,242.53,0,0,107
1001340,94,51,1993,144.59,142.59,0,0,620
1001341,120,143,1525,290.03,290.03,0,0,69
1001342,137,74,1230,368.63,369.63,0,0,96
1001343,42,72,2581,679.03,679.03,0,0,82
1001344,78,177,2760,196,195,0,0,54
1001345,136,27,1558,549.08,641.23,1,1,283
1001346,116,113,1558,463.69,641.23,1,1,312
1001347,81,30,2826,321.13,321.13,0,0,366
1001348,55,106,1216,514.13,515.13,0,0,26
1001349,84,72,1438,213.43,212.43,0,0,42
1001351,16,93,2826,279.36,281.36,0,0,297
1001352,109,34,2304,472.39,473.39,0,0,26
1001353,10,77,2304,481.12,483.12,0,0,42
1001354,49,77,1727,402.55,403.55,0,0,107
1001355,39,153,1754,295.91,295.91,0,0,554
1001356,5,137,1230,395.82,377.39,0,1,188
1001357,133,24,1571,581.03,582.03,0,0,175
1001358,105,55,2826,334.71,334.71,0,0,204
1001359,46,65,2322,307.52,307.52,0,0,350
1001360,20,162,2492,447.23,445.23,0,0,123
1001361,81,124,2139,308.49,309.49,0,0,14
1001362,72,108,2539,145.53,145.53,0,0,553
1001363,68,80,1216,408.43,408.43,0,0,15
1001364,97,113,2490,242.5,243.5,0,0,460
1001365,92,152,1754,292.03,292.03,0,0,378
1001366,49,113,1230,286.21,315.31,1,1,555
1001367,126,10,2577,291.03,292.03,0,0,256
1001368,25,104,1247,446.23,446.23,0,0,13
1001369,87,80,1878,194.03,290.03,1,1,203
1001370,93,108,2577,290.03,291.03,0,0,190
1001371,45,106,2664,326.89,328.89,0,0,499
1001372,50,157,2581,639.23,641.23,0,0,229
1001373,60,10,1754,236.74,309.43,1,1,2416
1001375,85,42,1543,389.03,514.13,0,0,28
1001376,114,102,2569,311.43,311.43,0,0,474
1001377,144,186,1109,294.91,295.91,0,0,270
1001378,35,152,2631,149.41,261.93,0,1,134
1001379,47,29,2492,290.03,446.23,0,1,81
1001380,127,73,1062,179.48,180.48,0,0,257
1001381,93,143,2304,515.13,514.13,0,0,67
1001382,107,83,2867,485.03,709.13,1,1,135
1001384,120,13,1558,697.43,698.43,0,0,41
1001385,106,74,2631,154.26,155.26,0,0,67
1001386,115,106,2956,581.03,583.03,0,0,28
1001387,65,26,2640,280.33,280.33,0,0,81
1001388,28,57,1558,641.23,641.23,0,0,27
1001389,12,102,2126,486.03,485.03,1,1,68
1001390,74,59,1878,292.03,292.03,0,0,82
1001391,109,137,1525,261.93,262.93,0,0,890
1001392,112,51,2322,320.13,483.09,0,1,744
1001393,135,20,1525,319.13,321.13,0,0,109
1001394,88,104,2139,308.49,309.49,0,0,40
1001395,28,137,1438,243.5,243.5,0,1,54
1001396,138,26,1062,177.54,178.54,0,0,350
1001397,35,58,1971,309.43,311.43,0,0,257
1001398,119,36,1247,445.23,446.23,0,0,28
1001399,26,113,2126,484.03,552.93,0,0,13
1001400,7,152,2704,280.33,280.33,0,0,121
1001401,90,77,2490,195,243.5,1,1,580
1001402,117,161,1971,287.15,286.15,0,0,149
1001403,86,83,2290,231.86,260.93,0,0,999
1001404,87,20,1993,143.62,143.62,0,0,446
1001405,29,108,2492,305.58,388.03,1,0,96
1001406,79,27,2569,335.65,335.65,0,0,176
1001407,124,10,2664,302.64,302.64,0,0,944
1001408,52,174,2826,320.16,319.16,0,0,770
1001409,31,146,2306,340.53,339.53,0,0,26
1001410,138,102,1727,446.23,446.23,0,0,108
1001413,64,29,2664,327.89,328.89,0,0,310
1001414,105,152,2704,260.93,262.93,0,0,202
1001415,125,110,1558,511.19,658.63,0,0,81
1001416,100,11,2444,435.53,668.33,0,0,445
1001417,129,74,2704,321.13,320.13,0,1,27
1001418,90,86,2494,212.43,212.43,0,0,53
1001419,72,11,2490,254.2,253.2,0,0,635
1001421,33,146,1754,242.5,242.5,0,0,944
1001423,2,75,1993,96.06,119.31,1,0,365
1001424,77,132,1109,271.66,270.66,0,0,419
1001426,107,43,2704,243.5,290.03,0,1,500
1001428,140,145,2569,304.61,339.53,0,0,217
1001429,134,152,2707,181.42,180.42,0,0,176
1001430,87,59,1847,214.43,212.43,0,0,26
1001432,93,97,2306,349.23,349.23,0,0,41
1001433,6,39,1727,244.44,402.55,1,1,823
1001434,133,93,2569,339.53,340.53,0,0,230
1001435,76,64,1971,244.5,311.43,0,0,204
1001436,97,51,2139,308.49,307.49,0,0,67
1001437,110,157,1248,139.74,137.74,0,0,27
1001438,37,51,1543,485.03,484.03,0,0,69
1001440,99,20,2826,328.86,328.86,0,0,177
1001441,17,110,1216,417.13,418.13,0,0,53
1001442,14,92,1109,287.12,289.12,0,0,204
1001443,48,177,2139,307.49,307.49,0,0,13
1001444,6,89,2139,436.53,435.53,0,0,14
1001445,36,153,1247,445.23,445.23,0,0,14
1001446,52,99,1962,680.03,679.03,0,0,217
1001447,142,109,2826,377.33,379.33,0,0,284
1001448,55,36,1216,406.43,406.43,0,0,69
1001449,112,52,1847,244.5,242.5,0,0,55
1001451,45,132,1962,486.03,680.03,1,0,809
1001452,58,109,2494,242.53,242.53,0,0,42
1001453,95,68,2704,290.03,290.03,0,0,81
1001454,2,14,2581,582.03,618.89,1,1,339
1001455,79,129,1207,320.1,321.1,0,0,135
1001456,132,139,1207,307.52,369.63,1,1,175
1001457,42,174,1770,485.03,486.03,0,0,26
1001458,143,26,2707,210.55,235.74,0,0,189
1001459,119,67,2490,290.03,291.03,0,0,257
1001460,8,61,1727,425.83,425.83,0,0,284
1001461,67,76,2494,241.53,241.53,0,0,42
1001462,4,26,1062,178.54,177.54,0,0,324
1001463,145,113,1902,445.23,447.23,0,0,15
1001464,108,86,1878,212.46,291.03,1,1,176
1001465,45,86,1248,155.26,154.26,0,0,121
1001466,41,149,2569,327.89,327.89,0,0,55
1001467,33,34,2581,639.23,641.23,0,0,149
1001469,93,89,1754,367.69,365.69,0,0,312
1001470,12,10,2867,619.86,620.86,0,0,163
1001471,64,36,1962,434.59,678.03,1,1,985
1001472,42,89,1247,447.23,447.23,0,0,28
1001473,55,104,1885,120.28,140.65,0,1,1646
1001474,144,65,1230,363.81,363.81,0,0,82
1001475,58,64,1207,308.46,310.46,0,0,215
1001476,65,74,2322,324.01,323.01,0,0,123
1001477,65,39,2640,281.33,280.33,0,0,82
1001478,120,67,1207,386.12,386.12,0,0,123
1001479,53,50,2126,437.5,553.93,0,0,26
1001481,100,124,2826,328.86,328.86,0,0,432
1001482,43,66,2126,553.93,552.93,0,0,40
1001483,139,93,1207,355.99,357.99,0,0,55
1001484,85,65,1770,485.03,485.03,0,0,28
1001485,145,43,2867,727.53,727.53,0,0,28
1001486,110,124,1311,65.02,213.43,0,0,67
1001487,28,20,2494,244.5,244.5,0,0,15
1001488,141,104,2577,321.13,320.13,0,0,67
1001489,37,109,2581,438.5,679.03,1,1,1067
1001490,89,109,2704,292.03,291.03,0,0,80
1001491,55,94,1962,485.03,641.23,1,0,323
1001492,117,91,1885,150.35,152.35,0,0,53
1001493,43,113,2444,629.53,631.53,0,0,28
1001494,97,59,1847,195,194,0,0,41
1001495,132,132,2631,165.93,165.93,0,0,27
1001496,45,20,1216,408.43,408.43,0,0,28
1001498,131,10,2826,346.29,348.29,0,0,1095
1001500,21,34,1885,95.12,115.49,0,0,366
1001501,143,64,2322,367.63,291.03,0,1,68
1001502,144,14,2306,290.03,335.62,0,0,14
1001503,40,88,1230,284.24,324.98,0,0,109
1001504,24,94,1558,640.23,639.23,0,0,54
1001505,66,30,1778,163.99,181.42,0,0,242
1001506,129,132,1248,157.17,184.33,0,0,28
1001507,54,64,1778,172.66,174.66,0,0,148
1001508,31,58,2490,194.97,239.62,1,1,917
1001509,22,106,1109,293.97,291.97,0,0,324
1001510,35,75,2304,400.67,505.43,0,0,135
1001511,80,174,1878,292.03,292.03,0,0,54
1001512,23,26,1727,425.83,425.83,0,0,161
1001513,28,76,1230,395.76,397.76,0,0,149
1001514,103,94,1993,95.12,116.43,0,1,364
1001515,23,68,2707,227.04,226.04,0,0,229
1001516,9,161,2444,435.53,659.63,1,1,420
1001517,68,61,1770,465.63,464.63,0,0,13
1001518,92,13,1445,669.33,669.33,0,0,189
1001519,98,29,1971,290.06,290.06,0,0,310
1001520,38,157,2664,327.89,327.89,0,0,161
1001521,42,132,1062,180.42,182.42,0,0,676
1001522,32,97,2322,321.13,320.13,0,0,431
1001523,121,14,2704,241.53,291.03,0,0,28
1001525,127,59,1754,320.16,318.16,0,0,391
1001526,43,41,2569,301.73,300.73,0,0,136
1001527,115,110,1207,305.58,305.58,0,0,68
1001528,110,132,2494,243.5,243.5,0,0,40
1001529,40,53,1230,476.33,475.33,0,0,28
1001530,122,41,1525,243.53,292.03,0,0,15
1001531,55,53,1878,281.33,282.33,0,0,81
1001532,63,89,1062,181.42,180.42,0,0,296
1001533,129,52,1543,469.51,469.51,0,0,203
1001534,37,186,1248,155.26,260.93,0,0,54
1001535,142,75,1571,582.03,582.03,0,0,216
1001536,17,137,1438,243.5,272.63,0,0,134
1001537,131,67,2444,727.53,726.53,0,0,123
1001538,106,43,2539,146.5,146.5,0,0,1134
1001539,51,17,2760,243.53,242.53,0,0,122
1001540,40,80,1198,151.38,203.73,0,0,202
1001541,56,26,1207,315.28,314.28,0,0,229
1001542,56,106,2444,708.13,707.13,0,0,15
1001543,2,93,2581,581.03,611.13,1,1,175
1001544,86,59,1247,437.53,436.53,0,0,27
1001545,130,89,1971,311.4,312.4,0,0,107
1001546,113,106,2304,472.39,474.39,0,0,55
1001547,24,29,1248,97.06,262.93,1,1,175
1001548,97,186,2126,423.89,515.13,0,0,26
1001549,22,80,1727,446.23,447.23,0,0,663
1001550,48,30,1062,184.36,184.36,0,0,459
1001551,38,91,1993,145.5,145.5,0,0,108
1001553,143,83,2539,120.31,120.31,0,0,404
1001554,34,92,2631,147.5,146.5,0,0,217
1001555,24,61,1248,97.06,261.93,1,0,163
1001556,58,177,2640,282.33,281.33,0,0,121
1001557,38,139,2290,174.66,310.43,1,1,1715
1001558,109,76,1543,486.03,486.03,0,1,108
1001559,105,13,1216,387.03,389.03,0,0,94
1001560,75,93,1525,244.5,292.03,0,0,68
1001561,137,102,1207,357.02,356.02,0,0,175
1001562,2,101,1993,136.83,154.23,0,1,501
1001563,84,51,2290,290.06,289.06,0,0,620
1001564,136,67,1778,190.15,191.15,0,0,580
1001565,29,43,1558,728.53,727.53,0,0,67
1001566,57,51,2126,533.53,533.53,0,0,53
1001567,89,110,2577,282.33,280.33,0,0,82
1001568,60,52,1778,158.17,158.17,0,0,836
1001569,58,24,2577,292.03,291.03,0,0,216
1001570,62,149,2539,96.09,113.52,0,0,53
1001571,142,106,1109,306.58,305.58,0,0,258
1001573,24,94,2826,280.36,281.36,0,0,162
1001574,128,161,1878,280.33,282.33,0,0,121
1001575,109,64,2760,243.53,243.53,0,0,41
1001576,120,97,1754,330.83,329.83,0,0,580
1001577,122,186,2569,282.3,281.3,0,0,243
1001578,7,89,1778,158.17,156.17,0,0,204
1001579,128,108,2631,157.17,158.17,0,0,27
1001580,4,101,1878,242.5,281.33,0,0,53
1001581,114,68,2867,708.13,707.13,0,0,27
1001582,10,110,1543,471.45,504.43,0,1,26
1001583,122,64,2139,276.48,277.48,0,0,82
1001584,61,129,2640,282.33,282.33,0,0,190
1001585,49,34,1248,92.21,150.38,0,0,40
1001586,143,81,2569,284.24,284.24,0,0,256
1001587,59,67,2492,388.03,389.03,0,0,28
1001588,122,91,1727,466.63,466.63,0,0,95
1001590,15,65,1993,112.52,114.52,0,0,743
1001591,37,73,1230,316.25,317.25,0,0,108
1001592,45,109,1230,474.33,474.33,0,0,14
1001593,86,23,2494,214.43,212.43,0,0,26
1001594,44,75,1878,280.33,281.33,0,0,148
1001595,135,104,1311,181.39,182.39,0,0,377
1001596,92,146,1885,120.31,121.31,0,0,460
1001597,93,41,1216,341.5,418.13,0,0,13
1001598,97,113,1230,323.01,324.01,0,0,190
1001599,38,74,2290,177.57,310.43,1,1,1905
1001600,94,113,1207,313.37,311.37,0,0,217
1001601,70,24,2956,629.53,630.53,0,0,68
1001602,53,53,1062,183.36,184.36,0,0,352
1001603,50,23,1109,305.58,304.58,0,0,609
1001604,125,58,1248,137.74,138.74,0,0,26
1001606,130,64,1770,447.23,445.23,0,0,40
1001607,123,24,2539,152.35,151.35,0,0,446
1001608,88,104,1445,670.33,670.33,0,0,95
1001609,118,110,1207,312.34,314.34,0,0,284
1001610,25,20,2640,282.33,282.33,0,0,162
1001611,143,89,2760,242.53,241.53,0,0,149
1001612,101,174,2539,150.41,146.53,0,1,825
1001613,91,66,2707,189.15,214.4,0,0,675
1001614,31,143,2290,278.42,309.43,0,0,662
1001615,105,129,1525,260.93,261.93,0,0,67
1001616,56,52,1109,321.13,321.13,0,0,716
1001617,132,143,1993,116.46,116.46,0,0,298
1001618,118,77,1207,324.98,323.98,0,0,96
1001619,94,10,1543,485.03,484.03,0,0,364
1001620,44,186,2867,630.53,629.53,0,0,42
1001621,40,162,1962,474.39,639.23,0,1,283
1001622,88,177,2290,266.78,265.78,0,0,312
1001623,64,93,1727,404.55,402.55,0,0,136
1001625,41,149,2581,641.23,640.23,0,0,28
1001626,130,23,2577,292.03,291.03,0,0,15
1001627,10,77,2126,553.93,552.93,0,0,40
1001628,144,51,1445,484.03,728.53,1,1,337
1001629,59,57,1247,484.03,485.03,0,0,13
1001631,144,108,2577,321.13,320.13,0,0,134
1001632,71,94,1543,563.63,561.63,0,0,28
1001633,30,137,2640,280.33,280.33,0,0,337
1001634,99,55,2139,296.82,296.82,0,0,40
1001635,98,74,2760,242.53,242.53,0,0,13
1001636,47,77,1062,185.33,183.33,0,0,96
1001637,95,143,1109,291.03,320.13,1,1,1268
1001639,31,80,2707,230.92,229.92,0,0,499
1001641,38,110,2631,151.35,151.35,0,0,81
1001643,65,137,2539,143.62,142.62,0,0,1214
1001644,32,39,2640,280.33,282.33,0,0,81
1001645,47,132,1754,238.62,292.97,0,0,755
1001646,75,57,1993,122.28,120.28,0,0,150
1001648,78,76,1311,192.09,212.43,0,0,135
1001649,4,139,1248,92.15,146.5,0,0,28
1001650,135,88,1207,364.72,365.72,0,0,150
1001651,110,106,1216,339.5,340.5,0,0,13
1001652,13,99,1558,533.53,582.03,1,1,258
1001653,60,143,1062,162.99,162.99,0,0,148
1001654,122,143,1778,179.48,180.48,0,0,54
1001656,52,57,1885,95.06,96.09,1,1,609
1001657,134,20,1885,149.38,150.38,0,0,771
1001658,120,36,1571,581.03,582.03,0,0,188
1001660,33,30,2304,388.03,486.03,0,0,55
1001661,127,27,1993,151.38,150.38,0,1,1162
1001662,29,52,1198,161.05,161.05,0,0,567
1001663,129,109,1847,194,194,0,0,54
1001664,25,11,2704,290.03,292.03,0,1,123
1001665,80,59,1216,407.43,408.43,0,0,26
1001666,51,43,1558,679.03,679.03,0,0,215
1001667,3,43,2306,246.41,340.53,0,1,404
1001668,129,57,1962,511.19,660.63,0,0,229
1001669,53,137,2867,387.03,618.86,1,0,689
1001670,27,102,2306,242.5,242.5,0,0,14
1001671,98,66,2139,290.03,290.03,0,0,68
1001672,60,93,1062,153.26,175.6,0,0,432
1001673,29,59,2640,280.33,280.33,0,0,189
1001674,79,59,1902,447.23,447.23,0,0,41
1001675,63,97,2104,629.53,630.53,0,0,28
1001676,81,14,1109,309.43,311.43,0,0,339
1001677,122,51,1778,191.09,193.09,0,0,647
1001678,140,106,1778,172.72,172.72,0,0,161
1001679,64,67,1230,466.63,466.63,0,0,15
1001681,61,89,2760,213.43,241.53,0,1,176
1001683,5,61,1727,247.38,427.83,1,1,960
1001684,74,50,1571,631.53,630.53,0,0,68
1001685,113,58,1207,314.31,313.31,0,0,203
1001686,49,174,2707,188.18,221.22,0,0,1081
1001687,140,174,1902,387.03,446.23,0,0,40
1001688,98,10,2826,246.44,320.13,0,0,1215
1001689,47,76,1109,227.01,310.4,0,0,595
1001690,135,30,2707,234.74,234.74,0,0,216
1001691,36,17,2569,361.81,363.81,0,0,94
1001692,138,64,2826,327.92,326.92,0,0,149
1001693,74,20,2707,170.72,188.24,1,0,932
1001695,77,51,2826,321.13,319.13,0,0,284
1001696,105,53,2126,435.53,533.53,0,1,80
1001697,74,83,1207,322.04,322.04,0,0,230
1001698,10,51,2826,243.5,300.76,1,0,1324
1001699,77,143,1062,178.54,177.54,0,0,175
1001700,60,86,1216,407.43,406.43,0,0,15
1001702,32,58,2631,154.29,260.93,0,1,189
1001703,22,11,2760,243.53,241.53,0,0,81
1001704,145,17,1971,344.35,346.35,0,0,121
1001705,41,152,1543,465.63,466.63,0,0,27
1001706,66,124,1109,294.88,294.88,0,0,501
1001708,9,50,1993,119.31,120.28,0,1,1027
1001709,93,32,2956,582.03,583.03,0,0,67
1001710,50,52,1525,292.03,290.03,0,0,392
1001711,45,27,1198,136.77,241.59,0,0,96
1001712,70,81,1778,179.51,177.51,0,0,123
1001713,76,86,1543,484.03,484.03,0,0,13
1001714,34,13,1885,146.5,163.96,0,1,1998
1001715,123,139,2640,242.53,282.33,0,0,81
1001716,140,145,2581,549.08,548.08,0,0,229
1001717,1,36,1971,254.17,322.04,1,0,337
1001718,141,76,1230,389,462.75,0,0,15
1001719,77,73,2569,328.89,326.89,0,0,352
1001720,84,32,1543,387.03,561.63,0,0,177
1001721,108,51,1803,137.77,160.05,0,0,190
1001722,92,67,1445,669.33,668.33,0,0,107
1001723,123,58,1885,119.37,117.37,0,0,95
1001724,68,86,2664,336.65,335.65,0,0,474
1001725,115,104,1754,322.04,324.04,0,1,540
1001726,132,11,1230,333.74,335.62,0,1,243
1001727,92,81,1778,159.11,160.11,0,0,242
1001728,121,177,2322,320.13,311.4,1,1,350
1001729,104,10,1971,324.04,322.04,0,0,229
1001730,80,126,2826,291.03,291.03,0,0,230
1001731,123,83,1754,300.76,300.76,0,0,432
1001733,40,72,1727,445.23,445.23,0,0,458
1001734,78,137,2126,534.53,534.53,0,0,123
1001735,145,66,2569,237.68,283.24,0,0,445
1001736,53,80,1248,155.26,155.26,0,0,41
1001737,142,161,1885,120.31,119.31,0,0,405
1001738,91,186,1571,581.03,583.03,0,0,15
1001739,95,124,1754,310.43,310.43,0,0,163
1001740,45,109,2631,149.38,150.38,0,0,53
1001741,64,30,1230,452.99,454.99,0,0,55
1001742,38,27,1207,426.8,427.8,0,0,15
1001743,99,42,2539,120.31,121.31,0,0,96
1001744,41,86,1962,648.93,649.93,0,0,366
1001745,104,57,1971,321.07,323.07,0,0,310
1001746,61,34,1993,96.06,119.31,0,0,595
1001747,62,109,2492,387.03,387.03,0,0,40
1001748,22,88,1230,322.1,320.1,0,0,135
1001750,24,102,1878,280.33,281.33,0,0,13
1001751,43,30,2490,237.71,237.71,0,0,323
1001752,131,186,1993,120.28,121.28,0,0,203
1001754,116,52,2867,688.73,687.73,0,0,108
1001755,144,27,1198,189.18,190.18,0,0,121
1001756,75,39,2290,257.05,257.05,0,0,447
1001757,40,97,1754,310.43,310.43,0,0,352
1001758,42,76,2322,476.33,475.33,0,0,54
1001760,23,13,1993,161.99,161.99,0,0,1701
1001761,9,30,1543,438.5,437.5,0,0,82
1001762,88,29,1558,485.03,641.23,0,0,204
1001763,94,153,2956,583.03,583.03,0,0,67
1001764,71,41,1109,311.43,309.43,0,0,94
1001766,90,126,2664,315.28,315.28,0,0,216
1001767,3,132,2304,486.03,485.03,0,0,80
1001768,137,41,2490,290.03,290.03,0,0,121
1001769,89,68,1778,153.29,178.51,0,0,229
1001770,48,102,1216,417.13,417.13,0,0,26
1001771,103,80,2704,290.03,291.03,0,0,95
1001772,47,14,2304,486.03,484.03,0,0,53
1001773,112,94,1571,581.03,582.03,0,0,14
1001774,142,53,2490,291.03,291.03,0,0,177
1001775,54,57,2569,327.89,326.89,0,0,365
1001776,122,153,2581,669.33,668.33,0,0,149
1001777,54,68,1962,640.23,640.23,0,0,162
1001778,3,161,1754,281.33,281.33,0,0,136
1001779,78,113,2640,280.33,282.33,0,0,28
1001780,116,11,1803,164.93,197.94,0,0,553
1001781,4,30,1543,484.03,486.03,0,0,53
1001782,101,157,1778,160.05,149.41,1,0,68
1001783,41,83,2322,317.25,316.25,0,0,215
1001784,79,43,2569,335.65,334.65,0,0,311
1001785,26,20,1230,389,390,0,0,68
1001786,139,59,2631,93.15,165.93,0,0,148
1001787,77,97,2492,445.23,447.23,0,0,53
1001788,108,106,1062,155.2,157.2,0,0,285
1001789,103,64,1109,288.12,320.13,0,0,135
1001791,145,143,2104,582.03,581.03,0,0,69
1001792,21,186,2664,327.89,326.89,0,0,162
1001793,95,41,2492,388.03,388.03,0,0,40
1001794,122,20,2956,582.03,583.03,0,0,42
1001795,57,109,2306,338.53,340.53,0,0,28
1001796,126,41,2826,346.29,348.29,0,0,55
1001798,138,177,1962,548.08,548.08,0,0,42
1001799,79,92,1885,119.34,120.34,0,0,68
1001800,143,174,2826,378.33,379.33,0,0,688
1001801,20,126,1311,147.47,147.47,0,0,878
1001802,4,32,1971,291.06,291.06,0,0,203
1001804,12,145,2306,242.5,244.5,0,0,95
1001805,50,27,2707,194,227.01,0,0,1160
1001806,140,108,2304,485.03,486.03,0,0,41
1001807,107,92,2664,281.3,281.3,0,0,310
1001808,118,59,2631,153.29,153.29,0,0,161
1001809,63,42,2631,150.35,150.35,0,0,69
1001810,87,149,1727,426.83,425.83,0,0,54
1001811,60,108,2704,291.03,290.03,0,1,391
1001812,129,39,2569,339.53,340.53,0,0,689
1001813,134,17,1062,160.05,192.06,0,0,312
1001814,43,30,1198,161.05,161.05,0,0,28
1001815,108,146,2126,486.94,486.94,0,0,80
1001816,83,153,1543,387.03,484.03,0,0,96
1001817,80,80,1062,181.39,183.39,0,0,432
1001818,24,20,1438,243.5,244.5,0,0,15
1001819,80,30,2577,290.03,290.03,0,0,163
1001820,116,124,2704,290.03,292.03,0,0,54
1001821,110,77,2640,216.37,281.33,0,1,379
1001822,5,89,2704,291.03,291.03,0,0,94
1001823,123,109,2322,491.82,492.82,0,0,134
1001824,143,149,1230,357.02,357.02,0,0,82
1001825,53,24,2867,387.03,620.86,1,1,338
1001826,102,99,2494,194,196,0,0,81
1001827,85,74,1216,417.13,416.13,0,0,14
1001828,137,39,1543,382.18,484.09,1,0,134
1001829,123,59,2290,267.75,267.75,0,0,932
1001830,85,75,1062,174.66,172.66,0,0,877
1001831,83,77,2760,241.53,241.53,0,0,27
1001833,119,55,1778,182.42,181.42,0,0,202
